Campaign_Name,Campaign_Type,Recipient_ID,Delivery_Status,Open_Status,Click_Status,Conversion_Status,Engagement_Time,Sent_Timestamp,Opened_Timestamp,Clicked_Timestamp,Converted_Timestamp,Recipient_Age,Recipient_Gender,Recipient_Location,Click_Through_Rate
Winter Fest,SMS,739,Delivered,Not Opened,Not Clicked,Converted,307,2024-12-28 03:41:50,2025-01-14 19:26:01,Not Clicked,Not Converted,58,Non-Binary,Miami,0.0
Summer Sale,Push Notification,740,Delivered,Opened,Not Clicked,Not Converted,481,2025-01-20 13:52:45,2025-01-10 08:09:37,2025-01-05 16:30:01,Not Converted,54,Female,New York,0.0
Loyalty Program,SMS,741,Delivered,Not Opened,Not Clicked,Not Converted,194,2025-01-12 03:46:23,Not Opened,2025-01-18 07:20:41,2025-01-21 23:57:16,56,Female,San Francisco,0.0
Black Friday,Push Notification,742,Delivered,Not Opened,Clicked,Converted,471,2025-01-23 19:49:55,2025-01-15 07:49:41,2025-01-15 22:06:49,Not Converted,28,Female,San Francisco,1.0
Loyalty Program,SMS,743,Bounced,Opened,Not Clicked,Converted,244,2025-01-07 08:09:58,Not Opened,Not Clicked,Not Converted,31,Female,Miami,0.0
Winter Fest,SMS,744,Delivered,Opened,Not Clicked,Converted,119,2025-01-04 20:22:20,2025-01-11 19:01:34,Not Clicked,2025-01-24 05:09:16,37,Non-Binary,Miami,0.0
New Product Launch,Push Notification,745,Delivered,Not Opened,Clicked,Not Converted,265,2025-01-07 07:02:49,2025-01-04 03:50:27,2025-01-26 14:41:11,2025-01-09 22:58:05,35,Female,Miami,1.0
Black Friday,Push Notification,746,Delivered,Opened,Not Clicked,Not Converted,210,2025-01-12 18:01:52,2025-01-14 18:47:07,Not Clicked,Not Converted,34,Male,New York,0.0
Winter Fest,SMS,747,Delivered,Opened,Not Clicked,Converted,448,2025-01-13 01:35:25,Not Opened,Not Clicked,2025-01-15 06:57:56,32,Male,Chicago,0.0
Black Friday,SMS,748,Delivered,Not Opened,Clicked,Not Converted,404,2024-12-30 16:29:05,2025-01-25 23:59:50,Not Clicked,2025-01-02 23:09:11,43,Non-Binary,New York,1.0
Black Friday,SMS,749,Delivered,Opened,Not Clicked,Converted,442,2025-01-10 14:25:55,2025-01-19 22:53:00,Not Clicked,Not Converted,23,Non-Binary,New York,0.0
Black Friday,SMS,750,Delivered,Opened,Clicked,Not Converted,17,2025-01-12 01:54:29,Not Opened,Not Clicked,Not Converted,20,Non-Binary,Houston,1.0
Black Friday,Push Notification,751,Bounced,Not Opened,Clicked,Not Converted,338,2025-01-09 13:12:16,2025-01-02 22:07:38,Not Clicked,2025-01-16 04:13:13,55,Female,Chicago,0.0
Black Friday,Email,752,Bounced,Not Opened,Clicked,Converted,233,2025-01-10 03:02:44,Not Opened,2025-01-14 19:06:13,2025-01-22 09:40:47,55,Non-Binary,San Francisco,0.0
Holiday Specials,SMS,753,Bounced,Opened,Clicked,Converted,94,2025-01-07 11:47:32,Not Opened,2025-01-17 06:33:35,2025-01-02 11:34:27,40,Male,Houston,0.0
Black Friday,Push Notification,754,Bounced,Not Opened,Not Clicked,Converted,312,2025-01-09 15:52:30,Not Opened,2025-01-09 07:01:38,Not Converted,56,Female,Chicago,0.0
New Product Launch,Email,755,Bounced,Not Opened,Clicked,Converted,413,2024-12-31 17:59:54,Not Opened,2024-12-31 11:04:28,Not Converted,21,Male,Houston,0.0
Loyalty Program,Push Notification,756,Delivered,Opened,Not Clicked,Not Converted,169,2025-01-12 16:35:29,Not Opened,Not Clicked,Not Converted,62,Non-Binary,Chicago,0.0
Black Friday,Push Notification,757,Delivered,Opened,Clicked,Converted,345,2025-01-09 01:16:00,Not Opened,Not Clicked,Not Converted,54,Non-Binary,New York,1.0
Holiday Specials,SMS,758,Delivered,Not Opened,Clicked,Converted,594,2025-01-10 05:57:03,2025-01-09 03:01:07,Not Clicked,Not Converted,57,Non-Binary,Miami,1.0
Winter Fest,Push Notification,759,Bounced,Not Opened,Clicked,Not Converted,347,2024-12-28 16:48:43,Not Opened,2025-01-19 07:48:54,Not Converted,24,Male,Miami,0.0
Black Friday,SMS,760,Bounced,Not Opened,Clicked,Not Converted,293,2025-01-14 18:34:42,2025-01-21 12:46:58,2025-01-07 14:17:26,Not Converted,50,Male,New York,0.0
New Product Launch,Push Notification,761,Bounced,Not Opened,Clicked,Not Converted,282,2025-01-23 21:06:59,Not Opened,Not Clicked,2024-12-30 02:21:16,45,Female,Los Angeles,0.0
Holiday Specials,Push Notification,762,Delivered,Opened,Not Clicked,Not Converted,580,2025-01-07 19:03:19,Not Opened,2025-01-08 06:38:03,2025-01-19 02:52:54,31,Female,San Francisco,0.0
Winter Fest,SMS,763,Bounced,Not Opened,Not Clicked,Converted,57,2025-01-05 01:32:25,2024-12-28 11:45:40,2025-01-08 03:46:39,Not Converted,32,Non-Binary,Chicago,0.0
Winter Fest,SMS,764,Bounced,Not Opened,Not Clicked,Converted,123,2024-12-30 02:40:21,Not Opened,Not Clicked,Not Converted,61,Male,Miami,0.0
New Product Launch,Push Notification,765,Bounced,Opened,Not Clicked,Converted,574,2025-01-23 18:24:33,Not Opened,Not Clicked,Not Converted,20,Female,Houston,0.0
Loyalty Program,Push Notification,766,Bounced,Opened,Clicked,Not Converted,208,2025-01-25 06:06:07,Not Opened,Not Clicked,Not Converted,28,Female,Los Angeles,0.0
Holiday Specials,SMS,767,Delivered,Not Opened,Clicked,Converted,500,2025-01-14 09:51:12,Not Opened,2025-01-23 20:42:50,Not Converted,31,Male,Houston,1.0
Winter Fest,Push Notification,768,Bounced,Opened,Not Clicked,Converted,573,2025-01-19 22:49:48,Not Opened,Not Clicked,Not Converted,62,Male,San Francisco,0.0
Loyalty Program,SMS,769,Delivered,Not Opened,Clicked,Converted,590,2025-01-13 04:24:49,2025-01-23 15:00:31,2024-12-28 22:23:04,2025-01-21 20:42:12,30,Non-Binary,Houston,1.0
Black Friday,Push Notification,770,Delivered,Opened,Not Clicked,Converted,251,2025-01-16 20:02:22,Not Opened,Not Clicked,Not Converted,43,Non-Binary,New York,0.0
Summer Sale,SMS,771,Bounced,Not Opened,Not Clicked,Not Converted,147,2024-12-30 06:24:44,Not Opened,2025-01-22 12:41:28,2024-12-28 22:37:16,18,Female,New York,0.0
Winter Fest,Email,772,Bounced,Not Opened,Clicked,Not Converted,4,2025-01-04 20:24:09,2025-01-09 03:34:06,2025-01-11 19:32:19,2024-12-29 07:44:40,54,Male,Houston,0.0
Summer Sale,Push Notification,773,Bounced,Not Opened,Clicked,Converted,10,2025-01-03 07:34:02,Not Opened,2025-01-07 21:58:38,Not Converted,32,Non-Binary,Chicago,0.0
New Product Launch,Push Notification,774,Bounced,Not Opened,Clicked,Converted,208,2025-01-26 03:17:58,2025-01-02 05:14:04,2025-01-08 16:53:31,2024-12-30 23:59:07,32,Non-Binary,Miami,0.0
Summer Sale,Email,775,Delivered,Not Opened,Clicked,Converted,326,2025-01-12 16:01:53,Not Opened,2025-01-26 00:17:21,Not Converted,19,Male,Chicago,1.0
Loyalty Program,SMS,776,Delivered,Opened,Clicked,Not Converted,284,2025-01-24 19:53:22,2025-01-16 21:58:47,Not Clicked,2025-01-12 03:28:51,36,Non-Binary,Los Angeles,1.0
Loyalty Program,Push Notification,777,Delivered,Not Opened,Clicked,Not Converted,209,2025-01-08 23:15:42,2025-01-16 13:52:00,2025-01-13 18:18:44,2025-01-08 08:17:01,28,Non-Binary,New York,1.0
Loyalty Program,Email,778,Bounced,Not Opened,Not Clicked,Not Converted,501,2024-12-31 23:02:27,Not Opened,2025-01-24 23:50:18,2025-01-21 21:10:43,40,Female,Chicago,0.0
Summer Sale,Email,779,Delivered,Opened,Not Clicked,Converted,304,2025-01-22 22:23:18,2025-01-19 05:47:00,Not Clicked,2025-01-15 03:59:39,26,Male,Chicago,0.0
Loyalty Program,Email,780,Delivered,Not Opened,Not Clicked,Not Converted,574,2025-01-17 22:11:46,Not Opened,Not Clicked,2025-01-06 06:08:02,24,Male,Miami,0.0
Loyalty Program,Email,781,Delivered,Not Opened,Clicked,Converted,140,2025-01-05 11:38:49,Not Opened,Not Clicked,2025-01-16 20:41:03,32,Non-Binary,Miami,1.0
New Product Launch,Email,782,Delivered,Not Opened,Not Clicked,Converted,397,2025-01-15 23:20:44,2025-01-22 04:20:56,Not Clicked,Not Converted,45,Non-Binary,Miami,0.0
Winter Fest,Email,783,Bounced,Opened,Clicked,Converted,469,2025-01-03 18:59:39,Not Opened,2024-12-30 02:06:20,Not Converted,46,Male,San Francisco,0.0
Loyalty Program,Push Notification,784,Bounced,Opened,Not Clicked,Converted,465,2025-01-16 23:29:00,2025-01-26 03:08:06,Not Clicked,Not Converted,18,Male,Miami,0.0
Loyalty Program,Push Notification,785,Delivered,Opened,Clicked,Converted,562,2025-01-12 19:24:40,2025-01-03 10:29:32,Not Clicked,Not Converted,44,Non-Binary,New York,1.0
New Product Launch,Email,786,Bounced,Opened,Not Clicked,Not Converted,373,2025-01-21 23:20:18,Not Opened,2025-01-21 04:56:49,Not Converted,36,Male,Houston,0.0
Black Friday,SMS,787,Bounced,Opened,Not Clicked,Converted,246,2025-01-18 06:36:42,2025-01-04 19:09:27,Not Clicked,2025-01-18 04:20:17,60,Female,San Francisco,0.0
New Product Launch,SMS,788,Delivered,Not Opened,Not Clicked,Not Converted,546,2025-01-16 08:45:36,Not Opened,Not Clicked,Not Converted,63,Female,Los Angeles,0.0
Holiday Specials,SMS,789,Delivered,Opened,Not Clicked,Not Converted,579,2025-01-19 01:27:05,Not Opened,2025-01-18 00:47:07,Not Converted,65,Female,Miami,0.0
Winter Fest,SMS,790,Delivered,Opened,Clicked,Converted,533,2025-01-03 00:15:05,Not Opened,Not Clicked,2025-01-19 21:08:24,60,Male,Chicago,1.0
Loyalty Program,SMS,791,Bounced,Opened,Not Clicked,Converted,134,2025-01-16 14:04:53,Not Opened,Not Clicked,Not Converted,62,Non-Binary,Houston,0.0
Black Friday,Email,792,Bounced,Opened,Not Clicked,Converted,87,2025-01-10 22:41:26,Not Opened,Not Clicked,Not Converted,44,Non-Binary,New York,0.0
Summer Sale,SMS,793,Bounced,Opened,Not Clicked,Converted,157,2025-01-07 11:08:00,Not Opened,2025-01-14 16:35:42,2025-01-24 21:30:28,28,Female,Miami,0.0
Winter Fest,Push Notification,794,Bounced,Not Opened,Clicked,Converted,93,2025-01-21 02:52:44,2025-01-13 10:09:22,Not Clicked,2025-01-20 04:18:14,50,Non-Binary,Los Angeles,0.0
Black Friday,Push Notification,795,Delivered,Not Opened,Clicked,Not Converted,520,2025-01-10 05:53:42,Not Opened,2024-12-31 13:46:14,Not Converted,59,Male,San Francisco,1.0
New Product Launch,SMS,796,Bounced,Not Opened,Not Clicked,Not Converted,415,2025-01-11 02:41:35,2025-01-13 11:11:08,2025-01-20 00:22:49,Not Converted,46,Female,San Francisco,0.0
New Product Launch,Push Notification,797,Bounced,Not Opened,Not Clicked,Not Converted,24,2025-01-07 05:44:02,2025-01-25 04:02:35,2024-12-31 04:42:36,Not Converted,47,Non-Binary,Chicago,0.0
Summer Sale,Email,798,Bounced,Opened,Not Clicked,Not Converted,183,2025-01-01 07:01:59,Not Opened,Not Clicked,2025-01-17 23:06:10,34,Female,Houston,0.0
New Product Launch,Email,799,Delivered,Opened,Clicked,Converted,123,2025-01-13 12:05:49,2024-12-28 09:18:29,2025-01-15 04:45:57,Not Converted,39,Male,Houston,1.0
Black Friday,Push Notification,800,Bounced,Opened,Not Clicked,Not Converted,139,2025-01-09 23:18:56,2025-01-19 13:20:11,Not Clicked,Not Converted,34,Non-Binary,Los Angeles,0.0
Holiday Specials,Email,801,Delivered,Not Opened,Clicked,Not Converted,85,2025-01-10 09:50:29,2025-01-19 19:54:39,Not Clicked,2025-01-14 17:26:50,21,Male,New York,1.0
Winter Fest,Email,802,Bounced,Opened,Clicked,Not Converted,598,2025-01-24 08:24:53,Not Opened,Not Clicked,Not Converted,39,Non-Binary,New York,0.0
Summer Sale,SMS,803,Delivered,Not Opened,Clicked,Converted,126,2025-01-16 18:46:41,2024-12-28 07:54:19,Not Clicked,Not Converted,64,Male,Miami,1.0
Holiday Specials,Email,804,Bounced,Not Opened,Clicked,Converted,287,2025-01-24 11:33:57,2025-01-16 21:36:10,Not Clicked,2025-01-10 21:36:14,32,Female,Chicago,0.0
Summer Sale,SMS,805,Bounced,Opened,Clicked,Converted,178,2025-01-19 03:41:43,Not Opened,Not Clicked,2025-01-10 13:34:31,25,Female,New York,0.0
Summer Sale,SMS,806,Bounced,Opened,Not Clicked,Not Converted,431,2025-01-15 04:05:27,Not Opened,Not Clicked,Not Converted,38,Female,Los Angeles,0.0
Loyalty Program,SMS,807,Delivered,Opened,Clicked,Converted,489,2025-01-08 09:29:27,Not Opened,2025-01-21 14:54:34,2025-01-07 04:27:27,48,Female,Chicago,1.0
Loyalty Program,SMS,808,Delivered,Not Opened,Clicked,Not Converted,136,2025-01-07 11:34:25,Not Opened,2025-01-25 10:02:27,Not Converted,53,Female,Houston,1.0
Holiday Specials,Push Notification,809,Bounced,Not Opened,Clicked,Not Converted,470,2025-01-22 08:49:33,2025-01-20 14:44:28,Not Clicked,2025-01-10 09:07:58,26,Non-Binary,San Francisco,0.0
Winter Fest,Push Notification,810,Bounced,Opened,Not Clicked,Converted,466,2025-01-21 22:18:00,Not Opened,2025-01-01 22:29:52,2025-01-22 07:21:14,37,Male,Miami,0.0
Black Friday,Push Notification,811,Delivered,Opened,Clicked,Not Converted,421,2024-12-28 10:27:48,Not Opened,Not Clicked,2025-01-16 12:52:40,51,Non-Binary,Miami,1.0
Black Friday,SMS,812,Delivered,Opened,Clicked,Not Converted,258,2025-01-24 15:00:41,2025-01-24 15:48:18,2025-01-20 23:46:42,2025-01-02 04:18:49,22,Male,San Francisco,1.0
Winter Fest,SMS,813,Bounced,Opened,Not Clicked,Not Converted,184,2025-01-22 09:34:54,2025-01-19 02:56:15,2025-01-11 16:10:37,Not Converted,55,Male,Chicago,0.0
Loyalty Program,Push Notification,814,Bounced,Opened,Clicked,Not Converted,361,2025-01-13 03:54:00,2025-01-01 01:32:51,2025-01-17 16:36:06,2025-01-12 23:24:06,48,Male,San Francisco,0.0
Black Friday,Push Notification,815,Bounced,Opened,Not Clicked,Not Converted,80,2025-01-23 10:25:57,2024-12-31 08:56:17,2025-01-05 21:34:29,2025-01-10 22:28:07,57,Male,Miami,0.0
Loyalty Program,SMS,816,Bounced,Opened,Not Clicked,Converted,3,2025-01-01 01:58:48,2025-01-14 17:27:13,Not Clicked,Not Converted,35,Male,Chicago,0.0
Winter Fest,SMS,817,Delivered,Opened,Clicked,Not Converted,579,2025-01-12 09:35:01,2025-01-18 20:27:55,Not Clicked,Not Converted,51,Male,Los Angeles,1.0
Holiday Specials,Push Notification,818,Bounced,Not Opened,Not Clicked,Converted,351,2025-01-17 15:43:53,2025-01-02 13:04:24,2025-01-03 18:54:27,Not Converted,31,Male,Miami,0.0
Black Friday,Push Notification,819,Bounced,Opened,Not Clicked,Not Converted,177,2025-01-15 01:58:14,2024-12-30 02:52:40,Not Clicked,Not Converted,47,Non-Binary,Chicago,0.0
Holiday Specials,Push Notification,820,Bounced,Opened,Not Clicked,Not Converted,426,2024-12-29 14:04:21,Not Opened,2025-01-05 18:52:12,2025-01-23 01:09:47,39,Male,Los Angeles,0.0
Winter Fest,SMS,821,Delivered,Not Opened,Not Clicked,Converted,564,2025-01-24 08:15:14,Not Opened,Not Clicked,Not Converted,46,Male,Chicago,0.0
New Product Launch,Push Notification,822,Bounced,Not Opened,Clicked,Not Converted,391,2025-01-10 02:31:27,Not Opened,2025-01-21 16:11:50,2025-01-10 05:10:17,54,Non-Binary,Los Angeles,0.0
Winter Fest,Push Notification,823,Bounced,Opened,Not Clicked,Converted,467,2025-01-18 14:21:27,2025-01-03 23:28:55,2024-12-30 18:30:26,2025-01-21 06:26:03,51,Non-Binary,San Francisco,0.0
New Product Launch,Push Notification,824,Delivered,Not Opened,Not Clicked,Not Converted,69,2025-01-18 09:57:36,Not Opened,Not Clicked,Not Converted,65,Male,Chicago,0.0
Winter Fest,Email,825,Bounced,Opened,Not Clicked,Not Converted,111,2025-01-20 19:29:59,Not Opened,Not Clicked,2025-01-16 11:52:39,33,Non-Binary,San Francisco,0.0
Black Friday,Email,826,Bounced,Opened,Clicked,Not Converted,599,2025-01-07 03:20:53,Not Opened,2025-01-12 01:29:37,2025-01-17 04:58:54,42,Non-Binary,Chicago,0.0
Summer Sale,Push Notification,827,Bounced,Opened,Not Clicked,Converted,43,2025-01-23 02:46:08,Not Opened,2025-01-16 15:00:29,Not Converted,27,Female,Houston,0.0
New Product Launch,Push Notification,828,Delivered,Opened,Clicked,Converted,369,2025-01-17 01:33:50,Not Opened,2024-12-29 06:29:37,2025-01-17 11:59:27,30,Female,New York,1.0
Winter Fest,Email,829,Delivered,Opened,Clicked,Converted,212,2025-01-10 09:34:57,Not Opened,Not Clicked,2024-12-28 15:06:40,32,Female,New York,1.0
Loyalty Program,Push Notification,830,Delivered,Opened,Not Clicked,Converted,451,2025-01-10 14:00:49,2025-01-05 13:31:05,Not Clicked,2025-01-12 23:05:22,51,Female,Miami,0.0
Holiday Specials,Push Notification,831,Delivered,Opened,Not Clicked,Not Converted,261,2025-01-25 12:05:23,2025-01-09 23:32:46,2025-01-02 16:00:25,Not Converted,39,Female,New York,0.0
New Product Launch,Push Notification,832,Bounced,Not Opened,Clicked,Converted,536,2025-01-06 17:13:03,Not Opened,2025-01-13 22:54:47,2025-01-16 00:06:09,59,Male,Houston,0.0
Holiday Specials,SMS,833,Bounced,Opened,Not Clicked,Not Converted,42,2025-01-02 01:10:01,Not Opened,2024-12-31 09:23:17,2024-12-28 03:21:21,65,Male,San Francisco,0.0
Winter Fest,Email,834,Bounced,Not Opened,Not Clicked,Not Converted,134,2025-01-04 05:14:34,Not Opened,2024-12-28 12:01:32,2025-01-06 23:32:39,46,Non-Binary,New York,0.0
Winter Fest,Push Notification,835,Delivered,Opened,Not Clicked,Not Converted,298,2025-01-10 14:36:56,2025-01-02 12:35:25,2025-01-04 20:45:28,2025-01-18 10:55:43,60,Non-Binary,San Francisco,0.0
Holiday Specials,SMS,836,Delivered,Opened,Clicked,Not Converted,167,2024-12-29 18:48:56,Not Opened,Not Clicked,2024-12-28 07:37:53,38,Female,Miami,1.0
New Product Launch,Push Notification,837,Delivered,Not Opened,Clicked,Not Converted,179,2025-01-09 05:10:47,2024-12-30 23:28:32,2025-01-15 09:16:47,Not Converted,24,Male,Houston,1.0
New Product Launch,Push Notification,838,Delivered,Not Opened,Clicked,Converted,47,2025-01-17 03:57:48,2025-01-02 04:54:34,Not Clicked,Not Converted,45,Male,Los Angeles,1.0
Summer Sale,Push Notification,839,Bounced,Not Opened,Clicked,Converted,17,2025-01-14 20:29:36,2025-01-17 03:44:54,2025-01-14 07:49:11,Not Converted,65,Male,Houston,0.0
Summer Sale,Email,840,Delivered,Not Opened,Clicked,Not Converted,379,2025-01-23 19:02:08,2025-01-12 02:53:52,2025-01-03 04:41:08,Not Converted,35,Non-Binary,Chicago,1.0
Loyalty Program,SMS,841,Bounced,Not Opened,Clicked,Not Converted,335,2025-01-08 17:06:44,Not Opened,2025-01-03 21:59:02,2025-01-25 00:43:33,29,Male,New York,0.0
Summer Sale,SMS,842,Delivered,Not Opened,Clicked,Not Converted,78,2025-01-09 08:20:37,2025-01-09 12:51:03,Not Clicked,2025-01-13 06:44:56,37,Female,New York,1.0
Summer Sale,Push Notification,843,Delivered,Opened,Not Clicked,Converted,273,2025-01-10 23:48:09,Not Opened,2025-01-19 17:58:58,Not Converted,65,Male,San Francisco,0.0
New Product Launch,Push Notification,844,Delivered,Opened,Not Clicked,Not Converted,438,2025-01-23 12:01:41,Not Opened,2025-01-05 14:21:26,Not Converted,40,Non-Binary,Chicago,0.0
Holiday Specials,Push Notification,845,Bounced,Opened,Clicked,Not Converted,237,2025-01-05 11:17:54,2025-01-11 03:16:03,2025-01-06 20:21:30,2024-12-28 23:19:23,20,Non-Binary,New York,0.0
Winter Fest,Email,846,Bounced,Not Opened,Not Clicked,Not Converted,520,2025-01-24 03:35:32,2025-01-18 21:55:22,2025-01-23 17:21:30,Not Converted,65,Non-Binary,San Francisco,0.0
Loyalty Program,SMS,847,Delivered,Not Opened,Clicked,Not Converted,337,2024-12-29 02:02:32,Not Opened,2025-01-19 06:19:20,Not Converted,30,Male,New York,1.0
Loyalty Program,SMS,848,Delivered,Not Opened,Clicked,Not Converted,87,2024-12-28 23:03:53,2025-01-02 11:42:13,2025-01-04 03:33:22,2025-01-17 17:42:45,59,Female,Los Angeles,1.0
New Product Launch,SMS,849,Bounced,Not Opened,Clicked,Not Converted,2,2025-01-24 16:47:43,2025-01-22 00:50:35,Not Clicked,2025-01-19 12:53:13,22,Male,Miami,0.0
New Product Launch,SMS,850,Bounced,Not Opened,Clicked,Converted,452,2025-01-15 11:32:46,2025-01-06 22:32:01,2025-01-14 19:40:35,2025-01-26 15:38:06,59,Non-Binary,Miami,0.0
Winter Fest,SMS,851,Delivered,Not Opened,Not Clicked,Not Converted,359,2025-01-14 08:41:40,2025-01-23 22:05:29,Not Clicked,Not Converted,48,Non-Binary,New York,0.0
Loyalty Program,Email,852,Bounced,Opened,Clicked,Not Converted,213,2025-01-23 23:42:03,Not Opened,2024-12-28 19:22:58,Not Converted,40,Non-Binary,New York,0.0
New Product Launch,Email,853,Delivered,Opened,Not Clicked,Converted,416,2025-01-10 16:56:10,2025-01-22 16:26:42,Not Clicked,Not Converted,51,Male,New York,0.0
Holiday Specials,SMS,854,Delivered,Opened,Clicked,Converted,419,2025-01-21 18:43:18,2025-01-07 06:18:08,2025-01-26 15:48:54,2025-01-17 23:13:16,34,Male,Miami,1.0
Summer Sale,Email,855,Bounced,Opened,Not Clicked,Converted,156,2025-01-13 01:27:46,2025-01-05 13:43:12,2024-12-29 20:11:48,2025-01-19 09:15:16,45,Female,Miami,0.0
Loyalty Program,SMS,856,Bounced,Opened,Clicked,Converted,370,2025-01-17 11:26:59,Not Opened,2024-12-31 09:54:24,2025-01-14 12:54:26,54,Male,Los Angeles,0.0
New Product Launch,Push Notification,857,Delivered,Opened,Not Clicked,Converted,421,2025-01-21 11:03:00,Not Opened,Not Clicked,Not Converted,51,Female,Houston,0.0
Black Friday,Email,858,Delivered,Not Opened,Not Clicked,Converted,334,2025-01-26 00:17:30,Not Opened,2025-01-26 19:06:50,Not Converted,38,Female,Miami,0.0
Loyalty Program,Push Notification,859,Delivered,Not Opened,Not Clicked,Converted,381,2025-01-18 10:50:16,Not Opened,Not Clicked,2025-01-22 00:51:15,30,Female,Houston,0.0
Summer Sale,Email,860,Bounced,Not Opened,Clicked,Not Converted,483,2025-01-09 05:10:16,2025-01-24 04:53:21,Not Clicked,2025-01-04 08:09:58,39,Male,Los Angeles,0.0
Loyalty Program,SMS,861,Bounced,Not Opened,Not Clicked,Converted,156,2025-01-24 20:41:47,Not Opened,2024-12-31 12:59:03,Not Converted,42,Non-Binary,Miami,0.0
New Product Launch,Email,862,Delivered,Opened,Clicked,Not Converted,417,2025-01-06 20:36:39,Not Opened,2025-01-26 16:19:52,Not Converted,20,Female,Chicago,1.0
Winter Fest,SMS,863,Bounced,Opened,Clicked,Not Converted,38,2025-01-01 18:10:11,2024-12-28 17:44:56,Not Clicked,Not Converted,43,Male,Los Angeles,0.0
New Product Launch,Push Notification,864,Bounced,Not Opened,Clicked,Not Converted,491,2025-01-25 16:51:44,Not Opened,Not Clicked,2025-01-16 17:29:23,50,Non-Binary,Houston,0.0
Winter Fest,SMS,865,Delivered,Opened,Clicked,Not Converted,77,2025-01-16 12:18:30,Not Opened,Not Clicked,Not Converted,26,Male,San Francisco,1.0
Loyalty Program,Email,866,Delivered,Opened,Not Clicked,Converted,589,2025-01-19 21:54:51,Not Opened,Not Clicked,Not Converted,31,Male,Miami,0.0
Holiday Specials,Email,867,Delivered,Not Opened,Not Clicked,Converted,81,2025-01-26 17:16:44,2024-12-28 14:57:52,2025-01-16 07:57:26,Not Converted,51,Non-Binary,New York,0.0
Summer Sale,Push Notification,868,Bounced,Opened,Clicked,Converted,301,2025-01-06 17:22:34,Not Opened,2025-01-09 19:12:50,2025-01-12 15:43:17,38,Male,Los Angeles,0.0
Black Friday,Push Notification,869,Delivered,Opened,Not Clicked,Not Converted,556,2025-01-17 18:54:28,Not Opened,Not Clicked,2025-01-20 10:44:15,61,Male,Los Angeles,0.0
Loyalty Program,Push Notification,870,Delivered,Not Opened,Clicked,Not Converted,62,2025-01-19 11:10:38,Not Opened,Not Clicked,Not Converted,63,Non-Binary,Chicago,1.0
New Product Launch,Email,871,Bounced,Not Opened,Not Clicked,Not Converted,371,2025-01-24 20:03:12,2024-12-31 18:57:28,Not Clicked,2025-01-06 13:34:15,56,Non-Binary,New York,0.0
Winter Fest,SMS,872,Bounced,Not Opened,Clicked,Converted,262,2025-01-24 05:30:55,2025-01-05 20:46:22,Not Clicked,Not Converted,36,Male,New York,0.0
Summer Sale,SMS,873,Delivered,Opened,Not Clicked,Converted,539,2025-01-12 14:25:52,2025-01-23 13:51:22,Not Clicked,Not Converted,60,Female,Houston,0.0
Winter Fest,Email,874,Delivered,Not Opened,Clicked,Not Converted,474,2025-01-03 10:33:12,Not Opened,Not Clicked,Not Converted,53,Non-Binary,New York,1.0
Holiday Specials,Push Notification,875,Delivered,Not Opened,Not Clicked,Converted,276,2025-01-12 13:46:21,Not Opened,Not Clicked,Not Converted,21,Non-Binary,Houston,0.0
Loyalty Program,SMS,876,Bounced,Opened,Not Clicked,Not Converted,262,2025-01-15 07:08:37,Not Opened,Not Clicked,2025-01-12 17:04:04,61,Non-Binary,Houston,0.0
Loyalty Program,Push Notification,877,Bounced,Opened,Not Clicked,Not Converted,448,2025-01-20 12:25:53,Not Opened,2025-01-24 14:32:21,2025-01-26 10:35:07,20,Female,New York,0.0
Holiday Specials,Push Notification,878,Bounced,Not Opened,Clicked,Converted,5,2025-01-10 05:12:09,2025-01-25 12:41:15,Not Clicked,2025-01-01 05:23:13,52,Male,New York,0.0
New Product Launch,SMS,879,Bounced,Not Opened,Clicked,Converted,572,2024-12-30 12:37:12,Not Opened,2025-01-14 07:34:40,2025-01-08 15:03:54,61,Male,Houston,0.0
New Product Launch,SMS,880,Bounced,Not Opened,Clicked,Not Converted,133,2025-01-17 23:20:02,2024-12-28 17:12:38,Not Clicked,2025-01-23 10:17:59,49,Female,Houston,0.0
Holiday Specials,Email,881,Delivered,Not Opened,Not Clicked,Not Converted,480,2024-12-31 23:36:19,2025-01-03 02:16:17,2025-01-01 18:02:51,2025-01-21 23:46:04,35,Male,Miami,0.0
Summer Sale,Push Notification,882,Delivered,Not Opened,Clicked,Not Converted,471,2025-01-06 05:59:15,Not Opened,Not Clicked,2025-01-12 00:04:14,64,Male,New York,1.0
Winter Fest,Email,883,Delivered,Opened,Clicked,Not Converted,568,2025-01-17 08:27:35,2025-01-20 13:30:25,Not Clicked,2025-01-04 21:49:22,21,Male,Chicago,1.0
Summer Sale,Email,884,Delivered,Not Opened,Clicked,Not Converted,428,2025-01-23 04:15:51,2024-12-28 19:39:04,2025-01-20 19:48:56,2025-01-02 22:21:18,64,Male,Miami,1.0
Black Friday,Push Notification,885,Delivered,Opened,Not Clicked,Converted,238,2025-01-18 11:26:38,2025-01-03 02:55:36,2025-01-15 02:30:41,Not Converted,28,Male,Los Angeles,0.0
Winter Fest,Email,886,Bounced,Not Opened,Clicked,Not Converted,573,2025-01-22 06:24:18,Not Opened,2025-01-23 17:37:37,Not Converted,59,Non-Binary,New York,0.0
